PRS_NAT;libelle;grand_poste;poste;sous_poste
6241;ALLOCATION ACCOMPAGNEMENT FIN DE VIE CESSATION ACTIVITE TEMPS PLEIN;Indemnités Journalières;IJ Maladie;IJ Maladie
6242;ALLOCATION ACCOMPAGNEMENT FIN DE VIE CESSATION ACTIVITE REDUITE;Indemnités Journalières;IJ Maladie;IJ réduites
6251;ALLOCATION NUIT NORMALE - 3 MOIS;Indemnités Journalières;IJ Maladie;IJ normales
6252;ALLOCATION NUIT NORMALE + 3 MOIS;Indemnités Journalières;IJ Maladie;IJ normales
6257;ALLOCATION EXPOSITION NORMALE - 3 MOIS;Indemnités Journalières;IJ Maladie;IJ normales
6258;ALLOCATION EXPOSITION NORMALE + 3 MOIS;Indemnités Journalières;IJ Maladie;IJ normales
6263;ALLOCATION EXPOSITION ARRET + 6 MOIS;Indemnités Journalières;IJ Maladie;IJ Maladie
6264;ALLOCATION EXPOSITION ARRET + 6 MOIS ET 3 ENFANTS;Indemnités Journalières;IJ Maladie;IJ Maladie
7111;PENSION INVALIDITE AVANTAGES DE BASE;Invalidité, Décès & Rentes;Pensions & rentes;Pensions & rentes
7112;PENSION INVALIDITE ALLOCATIONS SUPPLEMENTAIRES;Invalidité, Décès & Rentes;Pensions & rentes;Pensions & rentes
8121;PRESTATION COMPLEMENTAIRE POUR RECOURS A TIERCE PERSONNE;Autres;Divers;Divers
8226;INDEMNITE EN CAPITAL ACCIDENT DU TRAVAIL;Autres;Divers;Divers
9131;INDEMNITE DE PERTE DE SALAIRE Y COMPRIS  DIALYSE A DOMICILE;Indemnités Journalières;Autres revenus de remplacement;Autres revenus de remplacement
9431;PREVENTION ENTRETIEN DE SANTE;Autres;Divers;Divers
9512;AUTRES ACTIONS COLLECTIVES DE PREVENTION;Autres;Divers;Divers
9569;RETOUR DOM. INSUFFISANT CARDIAQUE;Autres;Divers;Divers
9601;MUTUELLE CHAMBRE PARTICULIERE (CAVIMAC);Autres;Divers;Divers
9604;MUTUELLE LONG SEJOUR;Autres;Divers;Divers
9711;PRIME DE LAYETTE (CLERCS ET  EMPLOYES DE NOTAIRES);Autres;Divers;Divers
9712;ALLOCATION VOYAGE DES ENFANTS A LA COLONIE DU PRARIAND (CLERCS ET EMPLOYES DE NOTAIRES);Autres;Divers;Divers
9720;AMENAGEMENT PRET;Autres;Divers;Divers
9724;AIDE A LA SCOLARITE (CRPCEN);Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
9725;ACCUEIL JEUNE ENFANT (CRPCEN);Autres;Divers;Divers
9729;ACCUEIL JEUNE ENFANT - CRPCEN 1;Autres;Divers;Divers
9730;ACCUEIL JEUNE ENFANT - CRPCEN 2;Autres;Divers;Divers
9733;AIDE AU REPIT D'UN INDEPENDANT ACTIF;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
9734;AIDE AUX INDEPENDANTS INVALIDES;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
9735;AIDE AU MAINTIEN DANS L'ACTIVITE;Rémunérations forfaitaires des PS;Contrats & aides aux PS;Contrats & aides
9737;CONSULTATION MEDICO-PRO TI                                                                                                                                                                          ;Autres;Divers;Divers
9752;GARDES MALADES A DOMICILE;Rémunérations forfaitaires des PS;Permanence des soins;Permanence
1055;SUIVI MRTC;Non remboursable;Non remboursable;Non Remboursable
1122;EXAMEN SPECIAL (PROTOCOLE);Non remboursable;Non remboursable;Non Remboursable
1139;REMUNERATION DES ADHERENTS AU  CAPI;Non remboursable;Non remboursable;Non Remboursable
1163;REMUNERATION DEPISTAGE DU CANCER COLORECTAL;Prévention & Dépistage;Dépistages;Dépistages
1175;PEC EXCEPTIONNELLE DEPASSEMENT HONORAIRE TP;Non remboursable;Non remboursable;Non Remboursable
1177;AIDE FINANCIERE MATERNITE PATERNITE ADOPTION;Maternité & Adoption (forfaits);Forfait;Forfait
1319;MAJORATION FORFAIT ACCOUCHEMENT;Maternité & Adoption (forfaits);Obstetrique;Obstetrique
1322;ACTE D'OBSTETRIQUE CCAM;Maternité & Adoption (forfaits);Obstetrique;Obstetrique
1427;PEC EXCEPTIONNELLE DEPASSEMENT DENTAIRE TP;Non remboursable;Non remboursable;Non Remboursable
1511;FORFAIT D  ACCOUCHEMENT SIMPLE DES SAGES-FEMMES (FORFAIT N91);Maternité & Adoption (forfaits);Obstetrique;Obstetrique
1781;FORFAIT PREVENTION/DEPISTAGE (FP0) FILIERES ET RESEAUX;Prévention & Dépistage;Dépistages;Dépistages
1782;FORFAIT PREVENTION/DEPISTAGE (FP1) FILIERES ET RESEAUX;Prévention & Dépistage;Dépistages;Dépistages
1783;FORFAIT PREVENTION/DEPISTAGE (FP2) FILIERES ET RESEAUX;Prévention & Dépistage;Dépistages;Dépistages
1784;FORFAIT PREVENTION/DEPISTAGE (FP3) FILIERES ET RESEAUX;Prévention & Dépistage;Dépistages;Dépistages
1785;FORFAIT PREVENTION/DEPISTAGE (FP4) FILIERES ET RESEAUX;Prévention & Dépistage;Dépistages;Dépistages
1786;FORFAIT PREVENTION/DEPISTAGE (FP5) FILIERES ET RESEAUX;Prévention & Dépistage;Dépistages;Dépistages
1787;FORFAIT PREVENTION/DEPISTAGE (FP6) FILIERES ET RESEAUX;Prévention & Dépistage;Dépistages;Dépistages
1788;FORFAIT PREVENTION/DEPISTAGE (FP7) FILIERES ET RESEAUX;Prévention & Dépistage;Dépistages;Dépistages
1789;FORFAIT PREVENTION/DEPISTAGE (FP8) FILIERES ET RESEAUX;Prévention & Dépistage;Dépistages;Dépistages
1791;FORFAIT PREVENTION/DEPISTAGE (FP9) FILIERES ET RESEAUX;Prévention & Dépistage;Dépistages;Dépistages
1910;Plan personnalisé de santé;Non remboursable;Non remboursable;Non Remboursable
1912;HONORAIRES NON VENTILABLES INDIVIDUALISES;Non remboursable;Non remboursable;Non Remboursable
2244;Forfait Innovation ARGUS II;Non remboursable;Non remboursable;Non Remboursable
2248;Forfait Innovation HIFU;Non remboursable;Non remboursable;Non Remboursable
2266;FORFAIT INNOVATION ECHOPULSE;Non remboursable;Non remboursable;Non Remboursable
2267;FORFAIT INNOVATION METAGLUT1;Non remboursable;Non remboursable;Non Remboursable
2268;FORFAIT INNOVATION RETINA;Non remboursable;Non remboursable;Non Remboursable
2269;FORFAIT PATHOLOGIE CHRONIQUE 1;Non remboursable;Non remboursable;Non Remboursable
2270;FORFAIT PATHOLOGIE CHRONIQUE 2;Non remboursable;Non remboursable;Non Remboursable
2276;FORFAIT INNOVATION WISE CRT;Non remboursable;Non remboursable;Non Remboursable
2279;FORFAIT INNOVATION DNERVA;Non remboursable;Non remboursable;Non Remboursable
2315; APPAREILLAGE VENTILATION PRESSION POSITIVE CONTINUE ;Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
2337;SEANCE DE DIAGNOSTIC;Non remboursable;Non remboursable;Non Remboursable
2338;FORFAIT PETIT MATERIEL;Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
2342;FORFAIT POUR GARDE DE DEBUT DE NUIT EN ETABLIS. PRIVE;Non remboursable;Non remboursable;Non Remboursable
2502;FORFAIT FIR CENTRE DEPISTAGE ANONYME ET GRATUIT;Prévention & Dépistage;Dépistages;Dépistages
3321;FORFAIT PHARMACEUTIQUE EN MATERNITE;Maternité & Adoption (forfaits);Forfait;Forfait
3511;APPAREILS D  ASSISTANCE RESPIRATOIRE,OXYGENOTHERAPIE A DOMICILE;Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3512;AUTRES MATERIELS POUR TRAITEMENTS A DOMICILE (CHAP. 1);Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3513;MATERIELS ET APPAREILS DE CONTENTION ET DE MAINTIEN (CHAP. 2);Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3514;MATERIELS ET APPAREILS POUR TRAITEMENTS DIVERS (CHAP. 3);Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3518;APPAREIL GENERATEUR D AEROSOL;Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3521;ORTHESES (PETIT APPAREILLAGE) (CHAP. 1);Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3522;DIVERS ORTHESES;Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3540;PROTHESE AUDITIVE RAC ZERO;Appareillage & Prothèses (LPP);Prothèses auditives;Protheses Auditives
3541;APPAREILS ELECTRONIQUES DE SURDITE  (CHAP 3.);Appareillage & Prothèses (LPP);Prothèses auditives;Protheses Auditives
3542;PROTHESES EXTERNES NON ORTHOPEDIQUES (CHAP. 4);Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3543;PROTHESES OCULAIRES ET FACIALES (CHAP. 5);Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3544;CHAUSSURES ORTHOPEDIQUES (CHAP. 6);Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3545;ORTHOPROTHESES (CHAP 7.);Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3546;ACCESSOIRES DE PROTHESES ET D  ORTHOPEDIE (CENTRES D  APPAR.) (CHAP.8);Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3547;APPAREILS ELECTRONIQUES DE SURDITE (CONSOMMABLES Y.C. PILES);Appareillage & Prothèses (LPP);Prothèses auditives;Protheses Auditives Divers
3548;ORTHOPROTHESES COUTEUSES;Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3549;PROCESSEUR POUR IMPLANT OSTE-INTEGRE;Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3550;PROTHESE AUDITIVE SUIVI;Appareillage & Prothèses (LPP);Prothèses auditives;Protheses Auditives
3551;IMPLANT INTERNE (CHAP. 1, 2 ET 3);Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3552;IMPLANT MU PAR ELECTRICITE (CHAP. 4);Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3558;PROTHESE AUDITIVE DEPASSEMENT RAC ZERO;Appareillage & Prothèses (LPP);Prothèses auditives;Protheses Auditives
3561;VEHICULES POUR HANDICAPES PHYSIQUES;Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3571;FRAIS DE GESTION APPAREILLAGE;Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
3573;FOURNITURE ET EQUIPEMENT DEROGATOIRES;Non remboursable;Non remboursable;Non Remboursable
3586;PROTHESE AUDITIVE PANIER 1 - RESTE A CHARGE ZERO - OREILLE GAUCHE;Appareillage & Prothèses (LPP);Prothèses auditives;Protheses Auditives
3587;PROTHESE AUDITIVE PANIER 1 - RESTE A CHARGE ZERO - OREILLE DROITE;Appareillage & Prothèses (LPP);Prothèses auditives;Protheses Auditives
3588;PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE GAUCHE;Appareillage & Prothèses (LPP);Prothèses auditives;Protheses Auditives
3589;PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE DROITE;Appareillage & Prothèses (LPP);Prothèses auditives;Protheses Auditives
3590;PROTHESES AUDITIVES - ACCESSOIRES;Appareillage & Prothèses (LPP);Prothèses auditives;Protheses Auditives Divers
3594;PEC EXCEPTIONNELLE DEPASSEMENT LPP TP;Non remboursable;Non remboursable;Non Remboursable
3595;PROTHESES AUDITIVES - PILES;Appareillage & Prothèses (LPP);Prothèses auditives;Protheses Auditives Divers
4114;COMPLEMENT SURVEILLANCE THERMALE;Autres Postes;Cure Thermale;Cure Thermale
4131;FRAIS DE TRANSPORT - CURES THERMALES;Autres Postes;Cure Thermale;Cure Thermale
4132;FRAIS D  HOTEL - CURES THERMALES;Autres Postes;Cure Thermale;Cure Thermale
4141;FORFAIT THERMAL 1;Autres Postes;Cure Thermale;Cure Thermale
4142;FORFAIT THERMAL 2 AVEC KINESITEHRAPIE;Autres Postes;Cure Thermale;Cure Thermale
4143;FORFAIT THERMAL 2EME ORIENTATION;Autres Postes;Cure Thermale;Cure Thermale
4144;FORFAIT THERMAL 3 AVEC 9 SEANCES KINESITHERAPIE;Autres Postes;Cure Thermale;Cure Thermale
4145;FORFAIT THERMAL 72 SEANCES AVEC KINE;Autres Postes;Cure Thermale;Cure Thermale
4151;FORFAIT THERMAL 18 SEANCES COLLECTIVES;Autres Postes;Cure Thermale;Cure Thermale
4152;FORFAIT THERMAL 18 SEANCES INDIVIDUELLES;Autres Postes;Cure Thermale;Cure Thermale
4153;FORFAIT THERMAL 9 SEANCES COLLECTIVES;Autres Postes;Cure Thermale;Cure Thermale
4154;FORFAIT THERMAL 9 SEANCES INDIVIDUELLES;Autres Postes;Cure Thermale;Cure Thermale
4155;THERMAL-SEVRAGE DES PSYCHOTROPES;Autres Postes;Cure Thermale;Cure Thermale
4156;THERMAL-SUITE CANCER DU SEIN;Autres Postes;Cure Thermale;Cure Thermale
4157;THERMAL-TROUBLE COMPORTEMENT 72 SEANCES;Autres Postes;Cure Thermale;Cure Thermale
4158;THERMAL-TROUBLE COMPORTEMENT 108 SEANCES;Autres Postes;Cure Thermale;Cure Thermale
4321;FRAIS FUNERAIRES;Invalidité, Décès & Rentes;Allocations décès & obsèques;Allocation obsèques
4339;REMBOURSEMENT DE SOINS;Non remboursable;Non remboursable;Non Remboursable
4381;ACTES NON NOMENCLATURE;Non remboursable;Non remboursable;Non Remboursable
5401;FORFAIT AUDIO-PROTHESE;Appareillage & Prothèses (LPP);Prothèses auditives;Protheses Auditives Divers
5402;FORFAIT C2S  PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE GAUCHE;Appareillage & Prothèses (LPP);Prothèses auditives;Protheses Auditives
5403;FORFAIT CMU/C2S PROTHESE AUDITIVE PANIER 2 - AVEC RESTE A CHARGE - OREILLE DROITE;Appareillage & Prothèses (LPP);Prothèses auditives;Protheses Auditives
6128;FORFAIT ADOPTION TAUX PLEIN TI;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
6129;FORFAIT ADOPTION TAUX REDUIT TI;Indemnités Journalières;IJ Maternité / Paternité;IJ réduites
6211;ALLOCATION FEMME ENCEINTE;Indemnités Journalières;IJ Maladie;IJ Maladie
6221;ALLOCATION REPOS MATERNEL NORMAL;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
6222;ALLOCATION REPOS MATERNEL ADOPTION;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
6234;INDEMNITE MATERNITE EN CAS DE NAISSANCES MULTIPLES;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
6237;INDEMNITE PATERNITE CONJOINT PAMC;Indemnités Journalières;IJ Maternité / Paternité;IJ Maternité / Paternité
6312;RDS ALLOC MATERNITE;Maternité & Adoption (forfaits);Forfait;Forfait
9111;COMPLEMENT TICKET MODERATEUR;Non remboursable;Non remboursable;Non Remboursable
9118;FRAIS FUNERAIRES;Invalidité, Décès & Rentes;Allocations décès & obsèques;Allocation obsèques
9119;COMPLEMENT POUR CURE THERMALE;Autres Postes;Cure Thermale;Cure Thermale
9132;FRAIS DE DEPLACEMENT EN CURE THERMALE;Autres Postes;Cure Thermale;Cure Thermale
9133;FRAIS D  HEBERGEMENT EN CURE THERMALE;Autres Postes;Cure Thermale;Cure Thermale
9134;PRIME DE FIN DE REEDUCATION PROFESSIONNELLE;Non remboursable;Non remboursable;Non Remboursable
9204;DEPISTAGE MALADIES SURCHARGE-DYSLIPEMIE;Prévention & Dépistage;Dépistages;Dépistages
9205;DEPISTAGE CONDUITE ADDICTIVE;Prévention & Dépistage;Dépistages;Dépistages
9206;DEPISTAGE AMIANTE;Prévention & Dépistage;Dépistages;Dépistages
9207;DEPISTAGE SURDITE;Prévention & Dépistage;Dépistages;Dépistages
9221;TEST DE DEPISTAGE RAPIDE (FOURNISSEUR);Prévention & Dépistage;Dépistages;Dépistages
9311;DEPISTAGE DU CANCER COLO-RECTAL;Prévention & Dépistage;Dépistages;Dépistages
9312;DEPISTAGE DU CANCER DU SEIN (PREVENTION MALADIE);Prévention & Dépistage;Dépistages;Dépistages
9318;ANALYSES DEPISTAGE CANCER UTERUS (PREVENTION MALADIE);Prévention & Dépistage;Dépistages;Dépistages
9319;PRELEVEMENTS DEPISTAGE CANCER UTERUS (PREVENTION MALADIE);Prévention & Dépistage;Dépistages;Dépistages
9434;ACTE DE DEPISTAGE DU CANCER COLORECTAL;Prévention & Dépistage;Dépistages;Dépistages
9521;ACTES DE PREVENTION;Prévention & Dépistage;Examens & actions de prévention;Prévention
9718;ACTION SOCIALE CURE THERMALE;Autres Postes;Cure Thermale;Cure Thermale
9726;PRESTATIONS SUPPLÉMENTAIRES OPTIQUES CRPCEN;Non remboursable;Non remboursable;Non Remboursable
9727;PRESTATIONS SUPPLÉMENTAIRES ACOUSTIQUES CRPCEN;Non remboursable;Non remboursable;Non Remboursable
9731;COMPLEMENT A L'ACS;Non remboursable;Non remboursable;Non Remboursable
9736;APUREMENT PRET;Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
9743;AIDES A LA DEAMBULATION ET AU TRANSPORT;Appareillage & Prothèses (LPP);Prothèses orthopédiques;Protheses Orthopediques
9771;AIDES PROTHESES AUDITIVES;Appareillage & Prothèses (LPP);Prothèses auditives;Protheses Auditives
9775;AIDES MENAGERES PROGRAMME D'ACCOMPAGNEMENT APRES INTERVENTION ORTHOPEDIQUE;Non remboursable;Non remboursable;Non Remboursable
9776;ACTES FOURNITURES PROGRAMME D'ACCOMPAGNEMENT APRES INTERVENTION ORTHOPEDIQUE;Non remboursable;Non remboursable;Non Remboursable
1049;SUPPL. PEDIATRIQUE URGENCE 2;Consultations Visites;Consultations / Visites;Indemnites Majorations
1050;FORFAIT CONSULTATION URGENCE 0;Consultations Visites;Consultations / Visites;Indemnites Majorations
1051;SUPPL. PEDIATRIQUE URGENCE 1;Consultations Visites;Consultations / Visites;Indemnites Majorations
1056;TELECONSULTATION GENERALISTE IVG;Consultations Visites;Consultations / Visites;Consultations Generalistes
1057;TELECONSULTATION SPECIALISTE IVG;Consultations Visites;Consultations / Visites;Consultations Specialistes
1058;EXAMEN OBLIGATOIRE ENFANT COJ;Consultations Visites;Consultations / Visites;Consultations Specialistes
1059;EXAMEN OBLIGATOIRE ENFANT COK;Consultations Visites;Consultations / Visites;Consultations Specialistes
1060;MAJORATION GYNECO MEDICALE;Consultations Visites;Consultations / Visites;Indemnites Majorations
1061;MAJORATION PSY ENFANT;Consultations Visites;Consultations / Visites;Indemnites Majorations
1067;SUPPLEMENT URGENCE CCMU 3;Consultations Visites;Consultations / Visites;Indemnites Majorations
1068;SUPP. AVIS DE SPECIALISTE;Consultations Visites;Consultations / Visites;Indemnites Majorations
1076;CODE TRACEUR SAS;Consultations Visites;Consultations / Visites;Indemnites Majorations
1077;SUPPLEMENT URGENCE CCMU 2;Consultations Visites;Consultations / Visites;Indemnites Majorations
1081;FORFAIT CONSULTATION URGENCE 1;Consultations Visites;Consultations / Visites;Indemnites Majorations
1082;FORFAIT CONSULTATION URGENCE 2;Consultations Visites;Consultations / Visites;Indemnites Majorations
1083;FORFAIT CONSULTATION URGENCE 3;Consultations Visites;Consultations / Visites;Indemnites Majorations
1084;FORFAIT CONSULTATION URGENCE 4;Consultations Visites;Consultations / Visites;Indemnites Majorations
1089;EXAMEN OBLIGATOIRE ENFANT COM;Consultations Visites;Consultations / Visites;Consultations Specialistes
1090;EXAMEN OBLIGATOIRE ENFANT COH;Consultations Visites;Consultations / Visites;Consultations Specialistes
1091;EXAMEN OBLIGATOIRE ENFANT COD;Consultations Visites;Consultations / Visites;Consultations Specialistes
1092;EXAMEN OBLIGATOIRE ENFANT COG;Consultations Visites;Consultations / Visites;Consultations Specialistes
1093;EXAMEN OBLIGATOIRE ENFANT COB;Consultations Visites;Consultations / Visites;Consultations Specialistes
1094;EXAMEN OBLIGATOIRE ENFANT COA;Consultations Visites;Consultations / Visites;Consultations Specialistes
1095;MAJORATION SPECIFIQUE MOINS DE 16 ANS MAYOTTE;Consultations Visites;Consultations / Visites;Indemnites Majorations
1096;TELECONSULTATION MEDECIN TRAITANT AVEC EHPAD;Consultations Visites;Consultations / Visites;Consultations Generalistes
1098;CONSULTATION CCMU 3;Consultations Visites;Consultations / Visites;Consultations Generalistes
1099;CONSULTATION CCMU 4 ET 5;Consultations Visites;Consultations / Visites;Consultations Generalistes
1101;AVIS PONCTUEL DE CONSULTANT PUPH;Consultations Visites;Consultations / Visites;Consultations Specialistes
1102;AVIS PONCTUEL DE CONSULTANT PSYCHIATRE;Consultations Visites;Consultations / Visites;Consultations Specialistes
1103;AVIS PONCTUEL DE CONSULTANT DU MEDECIN;Consultations Visites;Consultations / Visites;Consultations Specialistes
1104;CONSULTATION OBLIGATOIRE ENFANT;Consultations Visites;Consultations / Visites;Consultations Specialistes
1105;CONSULTATION COMPLEXE;Consultations Visites;Consultations / Visites;Consultations Generalistes
1106;MAJORATION CONSULTATION COMPLEXE;Consultations Visites;Consultations / Visites;Indemnites Majorations
1107;CONSULTATION TRES COMPLEXE ENFANT;Consultations Visites;Consultations / Visites;Consultations Specialistes
1108;MAJORATION CONSULTATION TRES COMPLEXE;Consultations Visites;Consultations / Visites;Indemnites Majorations
1109;CONSULTATION SPECIALISTE MEDECINE GENERALE;Consultations Visites;Consultations / Visites;Consultations Generalistes
1110;CONSULTATION MEDECINE GENERALE;Consultations Visites;Consultations / Visites;Consultations Generalistes
1111;CONSULTATION COTEE C;Consultations Visites;Consultations / Visites;Consultations Generalistes
1112;CONSULTATION COTEE CS;Consultations Visites;Consultations / Visites;Consultations Specialistes
1113;CONSULTATION COTEE CNP;Consultations Visites;Consultations / Visites;Consultations Specialistes
1114;CONSULTATION SPECIFIQUE CARDIOLOGIE;Consultations Visites;Consultations / Visites;Consultations Specialistes
1115;CONSULTATION BILAN;Consultations Visites;Consultations / Visites;Consultations Generalistes
1116;MAJORATION FORFAITAIRE TRANSITOIRE;Consultations Visites;Consultations / Visites;Indemnites Majorations
1117;CONSULTATION DES SPECIALISTES COTEE C2;Consultations Visites;Consultations / Visites;Consultations Specialistes
1118;CONSULTATION DES PSYCHIATRES COTEE C2,5;Consultations Visites;Consultations / Visites;Consultations Specialistes
1119;MAJORATION TRANSITOIRE SPECIFIQUE;Consultations Visites;Consultations / Visites;Indemnites Majorations
1120;COMPLEMENT CONSULTATION SPECIALISTE;Consultations Visites;Consultations / Visites;Indemnites Majorations
1124;REMUNERATION MEDECIN TRAITANT PAR PATIENT  EN ALD;Consultations Visites;Consultations / Visites;Consultations Generalistes
1125;MAJORATION DE COORDINATION DES GENERALISTES;Consultations Visites;Consultations / Visites;Indemnites Majorations
1126;MAJORATION DE COORDINATION SPECIALISTES;Consultations Visites;Consultations / Visites;Indemnites Majorations
1127;MAJORATION DE COORDINATION CARDIOLOGUES;Consultations Visites;Consultations / Visites;Indemnites Majorations
1129;MAJORATION FORFAITAIRE TRANSITOIRE (POUR LES MOINS DE 16 ANS);Consultations Visites;Consultations / Visites;Indemnites Majorations
1130;FORFAIT MEDECIN TRAITANT;Consultations Visites;Consultations / Visites;Indemnites Majorations
1131;MAJORATION CONSULTATION APPAREILLAGE;Consultations Visites;Consultations / Visites;Indemnites Majorations
1132;MAJORATION CONSULTATION ENDOCRINO;Consultations Visites;Consultations / Visites;Indemnites Majorations
1133;MAJORATION GENERALISTE ENFANT;Consultations Visites;Consultations / Visites;Indemnites Majorations
1134;MAJORATION PREMIERE CONSULTATION FAMILLE;Consultations Visites;Consultations / Visites;Indemnites Majorations
1135;MAJORATION CONSULTATION ANNUELLE FAMILLE;Consultations Visites;Consultations / Visites;Indemnites Majorations
1136;MAJORATION ANNUELLE DE SYNTHESE;Consultations Visites;Consultations / Visites;Indemnites Majorations
1137;MAJORATION NOURRISSON;Consultations Visites;Consultations / Visites;Indemnites Majorations
1140;CONSULTATION SPECIFIQUE DE DEPISTAGE;Consultations Visites;Consultations / Visites;Consultations Specialistes
1141;MAJORATION PEDIATRE ENFANT;Consultations Visites;Consultations / Visites;Indemnites Majorations
1148;REMUNERATION FORFAITAIRE PAR CONSULTATION POUR LE SUIVI DES PERSONNES AGEES;Consultations Visites;Consultations / Visites;Indemnites Majorations
1149;CONTESTATION REMUNERATION SUIVI PERSONNES AGEES;Consultations Visites;Consultations / Visites;Indemnites Majorations
1150;REMUNERATION PRATICIENS TERRITORIAUX DE MEDECINE GENERALE ;Consultations Visites;Consultations / Visites;Consultations Generalistes
1157;Acte de téléconsultation;Consultations Visites;Consultations / Visites;Autres Consultations
1164;TÉLÉ CONSULTATION - ALD ET / OU EHPAD;Consultations Visites;Consultations / Visites;Autres Consultations
1168;CONSULTATION DE CONTRACEPTION ET PREVENTION;Consultations Visites;Consultations / Visites;Autres Consultations
1174;TELESURVEILLANCE : MEDECIN TELESURVEILLANT;Consultations Visites;Consultations / Visites;Consultations Generalistes
1178;FORFAIT STRUCT. MEDECIN;Consultations Visites;Consultations / Visites;Indemnites Majorations
1179;FORFAIT STRUCT. MEDECIN COMPLEMENT;Consultations Visites;Consultations / Visites;Indemnites Majorations
1182;REMUNERATION OPTAM;Consultations Visites;Consultations / Visites;Consultations Generalistes
1191;TELECONSULTATION TOUTES SPECIALITES;Consultations Visites;Consultations / Visites;Consultations Specialistes
1192;TELECONSULTATION GENERALISTE;Consultations Visites;Consultations / Visites;Consultations Generalistes
1209;VISITE SPECIALISTE MEDECINE GENERALE;Consultations Visites;Consultations / Visites;Visites Generalistes
1210;VISITE MEDECINE GENERALE;Consultations Visites;Consultations / Visites;Visites Generalistes
1211;VISITE COTEE V;Consultations Visites;Consultations / Visites;Visites Generalistes
1212;VISITE COTEE VS;Consultations Visites;Consultations / Visites;Visites Specialistes
1213;VISITE COTEE VNP;Consultations Visites;Consultations / Visites;Visites Specialistes
1214;VISITE LONGUE ET COMPLEXE;Consultations Visites;Consultations / Visites;Visites Generalistes
1215;AVIS PONCTUEL DE CONSULTANT MEDECIN (VISITE);Consultations Visites;Consultations / Visites;Visites Generalistes
1216;AVIS PONCTUEL DE CONSULTANT PSYCHIATRE (VISITE);Consultations Visites;Consultations / Visites;Visites Specialistes
1221;VISITE D  URGENCE;Consultations Visites;Consultations / Visites;Indemnites Majorations
1222;VISITE URGENCE VU/MU;Consultations Visites;Consultations / Visites;Indemnites Majorations
1224;MD (CRITERES MEDICAUX);Consultations Visites;Consultations / Visites;Indemnites Majorations
1225;MDE ( CRITERES ENVIRONNEMENTAUX);Consultations Visites;Consultations / Visites;Indemnites Majorations
1226;MD DE NUIT;Consultations Visites;Consultations / Visites;Indemnites Majorations
1227;MD  DE MILIEU NUIT;Consultations Visites;Consultations / Visites;Indemnites Majorations
1228;MD  DE DIMANCHE ET JOUR FERIES;Consultations Visites;Consultations / Visites;Indemnites Majorations
1229;MDE  DE NUIT;Consultations Visites;Consultations / Visites;Indemnites Majorations
1231;MDE MILIEU DE NUIT;Consultations Visites;Consultations / Visites;Indemnites Majorations
1232;MDE DIMANCHE ET JOUR FERIES;Consultations Visites;Consultations / Visites;Indemnites Majorations
1345;MAJORATION TRANSITOIRE;Consultations Visites;Consultations / Visites;Indemnites Majorations
1521;MAJORATION POUR GARDE;Consultations Visites;Consultations / Visites;Indemnites Majorations
1627;CONTRAT INCITATIF CHIRURGIEN-DENTISTE;Consultations Visites;Consultations / Visites;Autres Consultations
